affix	stem	stemPOS	derived	derivedPOS	type	relatedness_score	relatedness_class	quality_score	quality_class
-er	doubt	v	doubter	n	train	NA	NA	NA	NA
-er	angle	v	angler	n	train	NA	NA	NA	NA
-er	scrub	v	scrubber	n	train	NA	NA	NA	NA
-er	dig	v	digger	n	train	NA	NA	NA	NA
-er	jump	v	jumper	n	train	NA	NA	NA	NA
-er	petition	v	petitioner	n	train	NA	NA	NA	NA
-er	twirl	v	twirler	n	train	NA	NA	NA	NA
-er	upholster	v	upholsterer	n	train	NA	NA	NA	NA
-er	undertake	v	undertaker	n	train	NA	NA	NA	NA
-er	kiss	v	kisser	n	train	NA	NA	NA	NA
-er	backslide	v	backslider	n	train	NA	NA	NA	NA
-er	ride	v	rider	n	train	NA	NA	NA	NA
-er	core	v	corer	n	train	NA	NA	NA	NA
-er	snick	v	snicker	n	train	NA	NA	NA	NA
-er	spell	v	speller	n	train	NA	NA	NA	NA
-er	silence	v	silencer	n	train	NA	NA	NA	NA
-er	grate	v	grater	n	train	NA	NA	NA	NA
-er	walk	v	walker	n	train	NA	NA	NA	NA
-er	unload	v	unloader	n	train	NA	NA	NA	NA
-er	inquire	v	inquirer	n	train	NA	NA	NA	NA
-er	view	v	viewer	n	train	NA	NA	NA	NA
-er	staple	v	stapler	n	train	NA	NA	NA	NA
-er	save	v	saver	n	train	NA	NA	NA	NA
-er	sap	v	sapper	n	train	NA	NA	NA	NA
-er	compose	v	composer	n	train	NA	NA	NA	NA
-er	tune	v	tuner	n	train	NA	NA	NA	NA
-er	fancy	v	fancier	n	train	NA	NA	NA	NA
-er	sizzle	v	sizzler	n	train	NA	NA	NA	NA
-er	track	v	tracker	n	train	NA	NA	NA	NA
-er	womanize	v	womanizer	n	train	NA	NA	NA	NA
-er	tumble	v	tumbler	n	train	NA	NA	NA	NA
-er	cook	v	cooker	n	train	NA	NA	NA	NA
-er	rustle	v	rustler	n	train	NA	NA	NA	NA
-er	fertilize	v	fertilizer	n	train	NA	NA	NA	NA
-er	jot	v	jotter	n	train	NA	NA	NA	NA
-er	interview	v	interviewer	n	train	NA	NA	NA	NA
-er	complain	v	complainer	n	train	NA	NA	NA	NA
-er	stabilize	v	stabilizer	n	train	NA	NA	NA	NA
-er	repeat	v	repeater	n	train	NA	NA	NA	NA
-er	wander	v	wanderer	n	train	NA	NA	NA	NA
-er	revolve	v	revolver	n	train	NA	NA	NA	NA
-er	puff	v	puffer	n	train	NA	NA	NA	NA
-er	score	v	scorer	n	train	NA	NA	NA	NA
-er	point	v	pointer	n	train	NA	NA	NA	NA
-er	drive	v	driver	n	train	NA	NA	NA	NA
-er	mash	v	masher	n	train	NA	NA	NA	NA
-er	wiggle	v	wiggler	n	train	NA	NA	NA	NA
-er	prompt	v	prompter	n	train	NA	NA	NA	NA
-er	tweet	v	tweeter	n	train	NA	NA	NA	NA
-er	worship	v	worshipper	n	train	NA	NA	NA	NA
-er	tease	v	teaser	n	train	NA	NA	NA	NA
-er	squeeze	v	squeezer	n	train	NA	NA	NA	NA
-er	sparkle	v	sparkler	n	train	NA	NA	NA	NA
-er	defrost	v	defroster	n	train	NA	NA	NA	NA
-er	bear	v	bearer	n	train	NA	NA	NA	NA
-er	costume	v	costumer	n	train	NA	NA	NA	NA
-er	feed	v	feeder	n	train	NA	NA	NA	NA
-er	mouse	v	mouser	n	train	NA	NA	NA	NA
-er	pitch	v	pitcher	n	train	NA	NA	NA	NA
-er	punt	v	punter	n	train	NA	NA	NA	NA
-er	damp	v	damper	n	train	NA	NA	NA	NA
-er	spellbind	v	spellbinder	n	train	NA	NA	NA	NA
-er	colonize	v	colonizer	n	train	NA	NA	NA	NA
-er	whisper	v	whisperer	n	train	NA	NA	NA	NA
-er	disclaim	v	disclaimer	n	train	NA	NA	NA	NA
-er	inform	v	informer	n	train	NA	NA	NA	NA
-er	clean	v	cleaner	n	train	NA	NA	NA	NA
-er	suck	v	sucker	n	train	NA	NA	NA	NA
-er	debate	v	debater	n	train	NA	NA	NA	NA
-er	sit	v	sitter	n	train	NA	NA	NA	NA
-er	proselytize	v	proselytizer	n	train	NA	NA	NA	NA
-er	dwell	v	dweller	n	train	NA	NA	NA	NA
-er	splice	v	splicer	n	train	NA	NA	NA	NA
-er	resist	v	resister	n	train	NA	NA	NA	NA
-er	moan	v	moaner	n	train	NA	NA	NA	NA
-er	sleepwalk	v	sleepwalker	n	train	NA	NA	NA	NA
-er	adventure	v	adventurer	n	train	NA	NA	NA	NA
-er	thicken	v	thickener	n	train	NA	NA	NA	NA
-er	deal	v	dealer	n	train	NA	NA	NA	NA
-er	promenade	v	promenader	n	train	NA	NA	NA	NA
-er	garden	v	gardener	n	train	NA	NA	NA	NA
-er	convene	v	convener	n	train	NA	NA	NA	NA
-er	advise	v	adviser	n	train	NA	NA	NA	NA
-er	use	v	user	n	train	NA	NA	NA	NA
-er	weld	v	welder	n	train	NA	NA	NA	NA
-er	broil	v	broiler	n	train	NA	NA	NA	NA
-er	wring	v	wringer	n	train	NA	NA	NA	NA
-er	pillage	v	pillager	n	train	NA	NA	NA	NA
-er	tunnel	v	tunneller	n	train	NA	NA	NA	NA
-er	hook	v	hooker	n	train	NA	NA	NA	NA
-er	open	v	opener	n	train	NA	NA	NA	NA
-er	suffer	v	sufferer	n	train	NA	NA	NA	NA
-er	earn	v	earner	n	train	NA	NA	NA	NA
-er	lard	v	larder	n	train	NA	NA	NA	NA
-er	guzzle	v	guzzler	n	train	NA	NA	NA	NA
-er	squat	v	squatter	n	train	NA	NA	NA	NA
-er	roam	v	roamer	n	train	NA	NA	NA	NA
-er	tend	v	tender	n	train	NA	NA	NA	NA
-er	tame	v	tamer	n	train	NA	NA	NA	NA
-er	run	v	runner	n	train	NA	NA	NA	NA
-er	photocopy	v	photocopier	n	train	NA	NA	NA	NA
-er	maraud	v	marauder	n	train	NA	NA	NA	NA
-er	pack	v	packer	n	train	NA	NA	NA	NA
-er	wrap	v	wrapper	n	train	NA	NA	NA	NA
-er	toddle	v	toddler	n	train	NA	NA	NA	NA
-er	distil	v	distiller	n	train	NA	NA	NA	NA
-er	spin	v	spinner	n	train	NA	NA	NA	NA
-er	muffle	v	muffler	n	train	NA	NA	NA	NA
-er	pop	v	popper	n	train	NA	NA	NA	NA
-er	second	v	seconder	n	train	NA	NA	NA	NA
-er	surf	v	surfer	n	train	NA	NA	NA	NA
-er	crack	v	cracker	n	train	NA	NA	NA	NA
-er	carry	v	carrier	n	train	NA	NA	NA	NA
-er	shirk	v	shirker	n	train	NA	NA	NA	NA
-er	fish	v	fisher	n	train	NA	NA	NA	NA
-er	pot	v	potter	n	train	NA	NA	NA	NA
-er	spread	v	spreader	n	train	NA	NA	NA	NA
-er	examine	v	examiner	n	train	NA	NA	NA	NA
-er	propel	v	propeller	n	train	NA	NA	NA	NA
-er	scavenge	v	scavenger	n	train	NA	NA	NA	NA
-er	shuffle	v	shuffler	n	train	NA	NA	NA	NA
-er	broadcast	v	broadcaster	n	train	NA	NA	NA	NA
-er	cense	v	censer	n	train	NA	NA	NA	NA
-er	test	v	tester	n	train	NA	NA	NA	NA
-er	mould	v	moulder	n	train	NA	NA	NA	NA
-er	outfit	v	outfitter	n	train	NA	NA	NA	NA
-er	punch	v	puncher	n	train	NA	NA	NA	NA
-er	rise	v	riser	n	train	NA	NA	NA	NA
-er	quit	v	quitter	n	train	NA	NA	NA	NA
-er	solve	v	solver	n	train	NA	NA	NA	NA
-er	inhale	v	inhaler	n	train	NA	NA	NA	NA
-er	subscribe	v	subscriber	n	train	NA	NA	NA	NA
-er	extinguish	v	extinguisher	n	train	NA	NA	NA	NA
-er	row	v	rower	n	train	NA	NA	NA	NA
-er	rant	v	ranter	n	train	NA	NA	NA	NA
-er	deliver	v	deliverer	n	train	NA	NA	NA	NA
-er	arch	v	archer	n	train	NA	NA	NA	NA
-er	hoax	v	hoaxer	n	train	NA	NA	NA	NA
-er	reform	v	reformer	n	train	NA	NA	NA	NA
-er	stink	v	stinker	n	train	NA	NA	NA	NA
-er	march	v	marcher	n	train	NA	NA	NA	NA
-er	grab	v	grabber	n	train	NA	NA	NA	NA
-er	plant	v	planter	n	train	NA	NA	NA	NA
-er	play	v	player	n	train	NA	NA	NA	NA
-er	shop	v	shopper	n	train	NA	NA	NA	NA
-er	amplify	v	amplifier	n	train	NA	NA	NA	NA
-er	explain	v	explainer	n	train	NA	NA	NA	NA
-er	search	v	searcher	n	train	NA	NA	NA	NA
-er	preach	v	preacher	n	train	NA	NA	NA	NA
-er	receive	v	receiver	n	train	NA	NA	NA	NA
-er	boil	v	boiler	n	train	NA	NA	NA	NA
-er	buy	v	buyer	n	train	NA	NA	NA	NA
-er	reckon	v	reckoner	n	train	NA	NA	NA	NA
-er	pick	v	picker	n	train	NA	NA	NA	NA
-er	behold	v	beholder	n	train	NA	NA	NA	NA
-er	erase	v	eraser	n	train	NA	NA	NA	NA
-er	rent	v	renter	n	train	NA	NA	NA	NA
-er	bench	v	bencher	n	train	NA	NA	NA	NA
-er	pension	v	pensioner	n	train	NA	NA	NA	NA
-er	freight	v	freighter	n	train	NA	NA	NA	NA
-er	hawk	v	hawker	n	train	NA	NA	NA	NA
-er	line	v	liner	n	train	NA	NA	NA	NA
-er	scramble	v	scrambler	n	train	NA	NA	NA	NA
-er	sniff	v	sniffer	n	train	NA	NA	NA	NA
-er	believe	v	believer	n	train	NA	NA	NA	NA
-er	poach	v	poacher	n	train	NA	NA	NA	NA
-er	eat	v	eater	n	train	NA	NA	NA	NA
-er	malinger	v	malingerer	n	train	NA	NA	NA	NA
-er	live	v	liver	n	train	NA	NA	NA	NA
-er	busk	v	busker	n	train	NA	NA	NA	NA
-er	interrupt	v	interrupter	n	train	NA	NA	NA	NA
-er	haul	v	hauler	n	train	NA	NA	NA	NA
-er	push	v	pusher	n	train	NA	NA	NA	NA
-er	bid	v	bidder	n	train	NA	NA	NA	NA
-er	trawl	v	trawler	n	train	NA	NA	NA	NA
-er	skirmish	v	skirmisher	n	train	NA	NA	NA	NA
-er	taste	v	taster	n	train	NA	NA	NA	NA
-er	hang	v	hanger	n	train	NA	NA	NA	NA
-er	sweat	v	sweater	n	train	NA	NA	NA	NA
-er	clang	v	clanger	n	train	NA	NA	NA	NA
-er	top	v	topper	n	train	NA	NA	NA	NA
-er	buzz	v	buzzer	n	train	NA	NA	NA	NA
-er	assay	v	assayer	n	train	NA	NA	NA	NA
-er	convey	v	conveyer	n	train	NA	NA	NA	NA
-er	drop	v	dropper	n	train	NA	NA	NA	NA
-er	jest	v	jester	n	train	NA	NA	NA	NA
-er	grumble	v	grumbler	n	train	NA	NA	NA	NA
-er	rave	v	raver	n	train	NA	NA	NA	NA
-er	stretch	v	stretcher	n	train	NA	NA	NA	NA
-er	see	v	seer	n	train	NA	NA	NA	NA
-er	island	v	islander	n	train	NA	NA	NA	NA
-er	wait	v	waiter	n	train	NA	NA	NA	NA
-er	desert	v	deserter	n	train	NA	NA	NA	NA
-er	smack	v	smacker	n	train	NA	NA	NA	NA
-er	woof	v	woofer	n	train	NA	NA	NA	NA
-er	swallow	v	swallower	n	train	NA	NA	NA	NA
-er	hat	v	hatter	n	train	NA	NA	NA	NA
-er	smash	v	smasher	n	train	NA	NA	NA	NA
-er	lock	v	locker	n	train	NA	NA	NA	NA
-er	boost	v	booster	n	train	NA	NA	NA	NA
-er	stay	v	stayer	n	train	NA	NA	NA	NA
-er	thrust	v	thruster	n	train	NA	NA	NA	NA
-er	work	v	worker	n	train	NA	NA	NA	NA
-er	scoff	v	scoffer	n	train	NA	NA	NA	NA
-er	stream	v	streamer	n	train	NA	NA	NA	NA
-er	record	v	recorder	n	train	NA	NA	NA	NA
-er	snuff	v	snuffer	n	train	NA	NA	NA	NA
-er	defend	v	defender	n	train	NA	NA	NA	NA
-er	stir	v	stirrer	n	train	NA	NA	NA	NA
-er	swim	v	swimmer	n	train	NA	NA	NA	NA
-er	tempt	v	tempter	n	train	NA	NA	NA	NA
-er	backhand	v	backhander	n	train	NA	NA	NA	NA
-er	learn	v	learner	n	train	NA	NA	NA	NA
-er	organize	v	organizer	n	train	NA	NA	NA	NA
-er	skive	v	skiver	n	train	NA	NA	NA	NA
-er	dump	v	dumper	n	train	NA	NA	NA	NA
-er	design	v	designer	n	train	NA	NA	NA	NA
-er	question	v	questioner	n	train	NA	NA	NA	NA
-er	steam	v	steamer	n	train	NA	NA	NA	NA
-er	sow	v	sower	n	train	NA	NA	NA	NA
-er	poke	v	poker	n	train	NA	NA	NA	NA
-er	bloom	v	bloomer	n	train	NA	NA	NA	NA
-er	sample	v	sampler	n	train	NA	NA	NA	NA
-er	weave	v	weaver	n	train	NA	NA	NA	NA
-er	oversee	v	overseer	n	train	NA	NA	NA	NA
-er	bound	v	bounder	n	train	NA	NA	NA	NA
-er	move	v	mover	n	train	NA	NA	NA	NA
-er	crop	v	cropper	n	train	NA	NA	NA	NA
-er	develop	v	developer	n	train	NA	NA	NA	NA
-er	widow	v	widower	n	train	NA	NA	NA	NA
-er	dance	v	dancer	n	train	NA	NA	NA	NA
-er	soften	v	softener	n	train	NA	NA	NA	NA
-er	embezzle	v	embezzler	n	train	NA	NA	NA	NA
-er	do	v	doer	n	train	NA	NA	NA	NA
-er	vault	v	vaulter	n	train	NA	NA	NA	NA
-er	roost	v	rooster	n	train	NA	NA	NA	NA
-er	seek	v	seeker	n	train	NA	NA	NA	NA
-er	palm	v	palmer	n	train	NA	NA	NA	NA
-er	back	v	backer	n	train	NA	NA	NA	NA
-er	speak	v	speaker	n	train	NA	NA	NA	NA
-er	roast	v	roaster	n	train	NA	NA	NA	NA
-er	stun	v	stunner	n	train	NA	NA	NA	NA
-er	port	v	porter	n	train	NA	NA	NA	NA
-er	publish	v	publisher	n	train	NA	NA	NA	NA
-er	loaf	v	loafer	n	train	NA	NA	NA	NA
-er	launder	v	launderer	n	train	NA	NA	NA	NA
-er	perform	v	performer	n	train	NA	NA	NA	NA
-er	sting	v	stinger	n	train	NA	NA	NA	NA
-er	mow	v	mower	n	train	NA	NA	NA	NA
-er	give	v	giver	n	train	NA	NA	NA	NA
-er	prowl	v	prowler	n	train	NA	NA	NA	NA
-er	dredge	v	dredger	n	train	NA	NA	NA	NA
-er	philander	v	philanderer	n	train	NA	NA	NA	NA
-er	uphold	v	upholder	n	train	NA	NA	NA	NA
-er	dry	v	dryer	n	train	NA	NA	NA	NA
-er	stammer	v	stammerer	n	train	NA	NA	NA	NA
-er	whack	v	whacker	n	train	NA	NA	NA	NA
-er	charm	v	charmer	n	train	NA	NA	NA	NA
-er	gang	v	ganger	n	train	NA	NA	NA	NA
-er	interlope	v	interloper	n	train	NA	NA	NA	NA
-er	romp	v	romper	n	train	NA	NA	NA	NA
-er	proofread	v	proofreader	n	train	NA	NA	NA	NA
-er	eavesdrop	v	eavesdropper	n	train	NA	NA	NA	NA
-er	freeze	v	freezer	n	train	NA	NA	NA	NA
-er	synthesize	v	synthesizer	n	train	NA	NA	NA	NA
-er	wade	v	wader	n	train	NA	NA	NA	NA
-er	panhandle	v	panhandler	n	train	NA	NA	NA	NA
-er	write	v	writer	n	train	NA	NA	NA	NA
-er	shock	v	shocker	n	train	NA	NA	NA	NA
-er	dress	v	dresser	n	train	NA	NA	NA	NA
-er	farm	v	farmer	n	train	NA	NA	NA	NA
-er	coast	v	coaster	n	train	NA	NA	NA	NA
-er	check	v	checker	n	train	NA	NA	NA	NA
-er	jog	v	jogger	n	train	NA	NA	NA	NA
-er	curl	v	curler	n	train	NA	NA	NA	NA
-er	snore	v	snorer	n	train	NA	NA	NA	NA
-er	betray	v	betrayer	n	train	NA	NA	NA	NA
-er	compute	v	computer	n	train	NA	NA	NA	NA
-er	recite	v	reciter	n	train	NA	NA	NA	NA
-er	revile	v	reviler	n	train	NA	NA	NA	NA
-er	juggle	v	juggler	n	train	NA	NA	NA	NA
-er	join	v	joiner	n	train	NA	NA	NA	NA
-er	decant	v	decanter	n	train	NA	NA	NA	NA
-er	snatch	v	snatcher	n	train	NA	NA	NA	NA
-er	twist	v	twister	n	train	NA	NA	NA	NA
-er	whisk	v	whisker	n	train	NA	NA	NA	NA
-er	cry	v	crier	n	train	NA	NA	NA	NA
-er	spray	v	sprayer	n	train	NA	NA	NA	NA
-er	touch	v	toucher	n	train	NA	NA	NA	NA
-er	heat	v	heater	n	train	NA	NA	NA	NA
-er	bind	v	binder	n	train	NA	NA	NA	NA
-er	troop	v	trooper	n	train	NA	NA	NA	NA
-er	chatter	v	chatterer	n	train	NA	NA	NA	NA
-er	rectify	v	rectifier	n	train	NA	NA	NA	NA
-er	tick	v	ticker	n	train	NA	NA	NA	NA
-er	interpret	v	interpreter	n	train	NA	NA	NA	NA
-er	suspend	v	suspender	n	train	NA	NA	NA	NA
-er	fake	v	faker	n	train	NA	NA	NA	NA
-er	swear	v	swearer	n	train	NA	NA	NA	NA
-er	bathe	v	bather	n	train	NA	NA	NA	NA
-er	support	v	supporter	n	train	NA	NA	NA	NA
-er	forge	v	forger	n	train	NA	NA	NA	NA
-er	grease	v	greaser	n	train	NA	NA	NA	NA
-er	sling	v	slinger	n	train	NA	NA	NA	NA
-er	dabble	v	dabbler	n	train	NA	NA	NA	NA
-er	swat	v	swatter	n	train	NA	NA	NA	NA
-er	comfort	v	comforter	n	train	NA	NA	NA	NA
-er	shred	v	shredder	n	train	NA	NA	NA	NA
-er	trench	v	trencher	n	train	NA	NA	NA	NA
-er	glean	v	gleaner	n	train	NA	NA	NA	NA
-er	etch	v	etcher	n	train	NA	NA	NA	NA
-er	respect	v	respecter	n	train	NA	NA	NA	NA
-er	sprint	v	sprinter	n	train	NA	NA	NA	NA
-er	appraise	v	appraiser	n	train	NA	NA	NA	NA
-er	shoplift	v	shoplifter	n	train	NA	NA	NA	NA
-er	breathalyse	v	breathalyser	n	train	NA	NA	NA	NA
-er	dive	v	diver	n	train	NA	NA	NA	NA
-er	pose	v	poser	n	train	NA	NA	NA	NA
-er	border	v	borderer	n	train	NA	NA	NA	NA
-er	bump	v	bumper	n	train	NA	NA	NA	NA
-er	import	v	importer	n	train	NA	NA	NA	NA
-er	knock	v	knocker	n	train	NA	NA	NA	NA
-er	sneak	v	sneaker	n	train	NA	NA	NA	NA
-er	value	v	valuer	n	train	NA	NA	NA	NA
-er	read	v	reader	n	train	NA	NA	NA	NA
-er	trumpet	v	trumpeter	n	train	NA	NA	NA	NA
-er	glide	v	glider	n	train	NA	NA	NA	NA
-er	export	v	exporter	n	train	NA	NA	NA	NA
-er	box	v	boxer	n	train	NA	NA	NA	NA
-er	pacify	v	pacifier	n	train	NA	NA	NA	NA
-er	job	v	jobber	n	train	NA	NA	NA	NA
-er	gamble	v	gambler	n	train	NA	NA	NA	NA
-er	mind	v	minder	n	train	NA	NA	NA	NA
-er	dodge	v	dodger	n	train	NA	NA	NA	NA
-er	freelance	v	freelancer	n	train	NA	NA	NA	NA
-er	blot	v	blotter	n	train	NA	NA	NA	NA
-er	full	v	fuller	n	train	NA	NA	NA	NA
-er	toast	v	toaster	n	train	NA	NA	NA	NA
-er	compile	v	compiler	n	train	NA	NA	NA	NA
-er	victual	v	victualler	n	train	NA	NA	NA	NA
-er	scheme	v	schemer	n	train	NA	NA	NA	NA
-er	win	v	winner	n	train	NA	NA	NA	NA
-er	sing	v	singer	n	train	NA	NA	NA	NA
-er	skate	v	skater	n	train	NA	NA	NA	NA
-er	beget	v	begetter	n	train	NA	NA	NA	NA
-er	wing	v	winger	n	train	NA	NA	NA	NA
-er	rivet	v	riveter	n	train	NA	NA	NA	NA
-er	cater	v	caterer	n	train	NA	NA	NA	NA
-er	train	v	trainer	n	train	NA	NA	NA	NA
-er	race	v	racer	n	train	NA	NA	NA	NA
-er	station	v	stationer	n	train	NA	NA	NA	NA
-er	armour	v	armourer	n	train	NA	NA	NA	NA
-er	chat	v	chatter	n	train	NA	NA	NA	NA
-er	ski	v	skier	n	train	NA	NA	NA	NA
-er	draw	v	drawer	n	train	NA	NA	NA	NA
-er	prick	v	pricker	n	train	NA	NA	NA	NA
-er	shake	v	shaker	n	train	NA	NA	NA	NA
-er	bomb	v	bomber	n	train	NA	NA	NA	NA
-er	flap	v	flapper	n	train	NA	NA	NA	NA
-er	stand	v	stander	n	train	NA	NA	NA	NA
-er	blight	v	blighter	n	train	NA	NA	NA	NA
-er	graft	v	grafter	n	train	NA	NA	NA	NA
-er	handle	v	handler	n	train	NA	NA	NA	NA
-er	thunder	v	thunderer	n	train	NA	NA	NA	NA
-er	lounge	v	lounger	n	train	NA	NA	NA	NA
-er	transform	v	transformer	n	train	NA	NA	NA	NA
-er	present	v	presenter	n	train	NA	NA	NA	NA
-er	signal	v	signaller	n	train	NA	NA	NA	NA
-er	breed	v	breeder	n	train	NA	NA	NA	NA
-er	own	v	owner	n	train	NA	NA	NA	NA
-er	cobble	v	cobbler	n	train	NA	NA	NA	NA
-er	dust	v	duster	n	train	NA	NA	NA	NA
-er	bloat	v	bloater	n	train	NA	NA	NA	NA
-er	found	v	founder	n	train	NA	NA	NA	NA
-er	meddle	v	meddler	n	train	NA	NA	NA	NA
-er	streak	v	streaker	n	train	NA	NA	NA	NA
-er	bet	v	better	n	train	NA	NA	NA	NA
-er	riot	v	rioter	n	train	NA	NA	NA	NA
-er	strip	v	stripper	n	train	NA	NA	NA	NA
-er	watch	v	watcher	n	train	NA	NA	NA	NA
-er	produce	v	producer	n	train	NA	NA	NA	NA
-er	underwrite	v	underwriter	n	train	NA	NA	NA	NA
-er	wield	v	wielder	n	train	NA	NA	NA	NA
-er	spot	v	spotter	n	train	NA	NA	NA	NA
-er	tan	v	tanner	n	train	NA	NA	NA	NA
-er	babble	v	babbler	n	train	NA	NA	NA	NA
-er	index	v	indexer	n	train	NA	NA	NA	NA
-er	preserve	v	preserver	n	train	NA	NA	NA	NA
-er	tell	v	teller	n	train	NA	NA	NA	NA
-er	shut	v	shutter	n	train	NA	NA	NA	NA
-er	mug	v	mugger	n	train	NA	NA	NA	NA
-er	photograph	v	photographer	n	train	NA	NA	NA	NA
-er	slip	v	slipper	n	train	NA	NA	NA	NA
-er	thin	v	thinner	n	train	NA	NA	NA	NA
-er	invade	v	invader	n	train	NA	NA	NA	NA
-er	polish	v	polisher	n	train	NA	NA	NA	NA
-er	roll	v	roller	n	train	NA	NA	NA	NA
-er	seduce	v	seducer	n	train	NA	NA	NA	NA
-er	lurch	v	lurcher	n	train	NA	NA	NA	NA
-er	peddle	v	peddler	n	train	NA	NA	NA	NA
-er	span	v	spanner	n	train	NA	NA	NA	NA
-er	plot	v	plotter	n	train	NA	NA	NA	NA
-er	carve	v	carver	n	train	NA	NA	NA	NA
-er	squeak	v	squeaker	n	train	NA	NA	NA	NA
-er	hustle	v	hustler	n	train	NA	NA	NA	NA
-er	gone	v	goner	n	train	NA	NA	NA	NA
-er	consume	v	consumer	n	train	NA	NA	NA	NA
-er	blow	v	blower	n	train	NA	NA	NA	NA
-er	prime	v	primer	n	train	NA	NA	NA	NA
-er	rescue	v	rescuer	n	train	NA	NA	NA	NA
-er	squeal	v	squealer	n	train	NA	NA	NA	NA
-er	lead	v	leader	n	train	NA	NA	NA	NA
-er	sign	v	signer	n	train	NA	NA	NA	NA
-er	board	v	boarder	n	train	NA	NA	NA	NA
-er	explore	v	explorer	n	train	NA	NA	NA	NA
-er	neutralize	v	neutralizer	n	train	NA	NA	NA	NA
-er	labour	v	labourer	n	train	NA	NA	NA	NA
-er	bug	v	bugger	n	train	NA	NA	NA	NA
-er	admire	v	admirer	n	train	NA	NA	NA	NA
-er	kick	v	kicker	n	train	NA	NA	NA	NA
-er	hoard	v	hoarder	n	train	NA	NA	NA	NA
-er	crawl	v	crawler	n	train	NA	NA	NA	NA
-er	lodge	v	lodger	n	train	NA	NA	NA	NA
-er	reap	v	reaper	n	train	NA	NA	NA	NA
-er	squirt	v	squirter	n	train	NA	NA	NA	NA
-er	mill	v	miller	n	train	NA	NA	NA	NA
-er	brawl	v	brawler	n	train	NA	NA	NA	NA
-er	bake	v	baker	n	train	NA	NA	NA	NA
-er	reef	v	reefer	n	train	NA	NA	NA	NA
-er	warble	v	warbler	n	train	NA	NA	NA	NA
-er	out	v	outer	n	train	NA	NA	NA	NA
-er	slaughter	v	slaughterer	n	train	NA	NA	NA	NA
-er	brew	v	brewer	n	train	NA	NA	NA	NA
-er	down	v	downer	n	train	NA	NA	NA	NA
-er	twitch	v	twitcher	n	train	NA	NA	NA	NA
-er	fuck	v	fucker	n	train	NA	NA	NA	NA
-er	challenge	v	challenger	n	train	NA	NA	NA	NA
-er	trail	v	trailer	n	train	NA	NA	NA	NA
-er	disbelieve	v	disbeliever	n	train	NA	NA	NA	NA
-er	sort	v	sorter	n	train	NA	NA	NA	NA
-er	tusk	v	tusker	n	train	NA	NA	NA	NA
-er	ship	v	shipper	n	train	NA	NA	NA	NA
-er	sin	v	sinner	n	train	NA	NA	NA	NA
-er	perjure	v	perjurer	n	train	NA	NA	NA	NA
-er	trade	v	trader	n	train	NA	NA	NA	NA
-er	lend	v	lender	n	train	NA	NA	NA	NA
-er	hold	v	holder	n	train	NA	NA	NA	NA
-er	croon	v	crooner	n	train	NA	NA	NA	NA
-er	rejoin	v	rejoinder	n	train	NA	NA	NA	NA
-er	wobble	v	wobbler	n	train	NA	NA	NA	NA
-er	insure	v	insurer	n	train	NA	NA	NA	NA
-er	copy	v	copier	n	train	NA	NA	NA	NA
-er	dye	v	dyer	n	train	NA	NA	NA	NA
-er	shine	v	shiner	n	train	NA	NA	NA	NA
-er	snipe	v	sniper	n	train	NA	NA	NA	NA
-er	trip	v	tripper	n	train	NA	NA	NA	NA
-er	scan	v	scanner	n	train	NA	NA	NA	NA
-er	mum	v	mummer	n	train	NA	NA	NA	NA
-er	research	v	researcher	n	train	NA	NA	NA	NA
-er	dispense	v	dispenser	n	train	NA	NA	NA	NA
-er	swing	v	swinger	n	train	NA	NA	NA	NA
-er	dissent	v	dissenter	n	train	NA	NA	NA	NA
-er	contain	v	container	n	train	NA	NA	NA	NA
-er	try	v	trier	n	train	NA	NA	NA	NA
-er	make	v	maker	n	train	NA	NA	NA	NA
-er	float	v	floater	n	train	NA	NA	NA	NA
-er	voyage	v	voyager	n	train	NA	NA	NA	NA
-er	gun	v	gunner	n	train	NA	NA	NA	NA
-er	foot	v	footer	n	train	NA	NA	NA	NA
-er	field	v	fielder	n	train	NA	NA	NA	NA
-er	slay	v	slayer	n	train	NA	NA	NA	NA
-er	restore	v	restorer	n	train	NA	NA	NA	NA
-er	tattle	v	tattler	n	train	NA	NA	NA	NA
-er	putt	v	putter	n	train	NA	NA	NA	NA
-er	market	v	marketer	n	train	NA	NA	NA	NA
-er	scribble	v	scribbler	n	train	NA	NA	NA	NA
-er	pay	v	payer	n	train	NA	NA	NA	NA
-er	soak	v	soaker	n	train	NA	NA	NA	NA
-er	lance	v	lancer	n	train	NA	NA	NA	NA
-er	perfume	v	perfumer	n	train	NA	NA	NA	NA
-er	engrave	v	engraver	n	train	NA	NA	NA	NA
-er	bushwhack	v	bushwhacker	n	train	NA	NA	NA	NA
-er	weekend	v	weekender	n	train	NA	NA	NA	NA
-er	torture	v	torturer	n	train	NA	NA	NA	NA
-er	chase	v	chaser	n	train	NA	NA	NA	NA
-er	blaze	v	blazer	n	train	NA	NA	NA	NA
-er	slack	v	slacker	n	train	NA	NA	NA	NA
-er	merge	v	merger	n	train	NA	NA	NA	NA
-er	pipe	v	piper	n	train	NA	NA	NA	NA
-er	fold	v	folder	n	train	NA	NA	NA	NA
-er	follow	v	follower	n	train	NA	NA	NA	NA
-er	strain	v	strainer	n	train	NA	NA	NA	NA
-er	settle	v	settler	n	train	NA	NA	NA	NA
